10_0	15_0	78.868	530	84	4	28	530	10	538	0.0	869
10_0	15_1	82.672	479	79	2	47	524	34	509	0.0	858
10_0	15_2	78.675	483	100	2	47	527	31	512	0.0	812
10_0	15_3	76.680	506	114	3	17	522	19	520	0.0	812
10_1	15_0	82.841	542	78	4	1	530	1	539	0.0	921
10_1	15_1	82.446	507	77	3	21	527	19	513	0.0	884
10_1	15_2	76.200	500	107	2	28	520	12	506	0.0	807
10_1	15_3	73.684	513	114	4	10	522	30	521	0.0	781
10_2	15_0	82.841	542	78	4	1	530	1	539	0.0	923
10_2	15_1	84.725	491	64	2	37	527	34	513	0.0	891
10_2	15_2	83.259	448	75	0	75	522	61	508	0.0	813
10_2	15_3	72.852	512	118	3	10	521	30	520	0.0	775
10_3	15_2	87.391	460	58	0	51	510	57	516	0.0	860
10_3	15_1	84.141	454	72	0	47	500	53	506	0.0	826
10_3	15_0	80.349	458	90	0	52	509	81	538	0.0	804
10_3	15_3	70.341	499	133	4	10	500	28	519	0.0	738
10_4	15_0	76.923	403	54	1	69	432	83	485	0.0	660
10_4	15_1	71.526	439	77	2	33	432	33	462	0.0	655
10_4	15_3	69.197	461	98	4	14	432	17	475	0.0	654
10_4	15_2	73.383	402	68	1	70	432	61	462	0.0	626
