4_0	5_0	78.957	537	86	6	1	520	1	527	0.0	869
4_0	5_1	81.443	485	86	2	44	527	29	510	0.0	826
4_0	5_2	75.975	487	115	1	34	520	23	507	0.0	788
4_1	5_0	81.086	534	91	3	1	531	1	527	0.0	905
4_1	5_1	86.105	439	61	0	86	524	58	496	0.0	827
4_1	5_2	82.444	450	79	0	83	532	59	508	0.0	804
4_2	5_0	80.273	512	94	1	6	510	20	531	0.0	867
4_2	5_1	82.530	498	74	4	12	499	2	496	0.0	862
4_2	5_2	81.416	452	84	0	61	512	62	513	0.0	798
4_3	5_2	87.061	456	59	0	55	510	58	513	0.0	856
4_3	5_0	79.449	472	92	1	40	506	58	529	0.0	810
4_3	5_1	82.500	440	77	0	58	497	57	496	0.0	795
