12_0	12_0	100.000	551	0	0	1	551	1	551	0.0	1139
12_0	12_1	82.940	551	83	4	1	551	1	540	0.0	915
12_0	12_2	87.090	457	59	0	88	544	47	503	0.0	843
12_0	12_3	74.249	466	120	0	77	542	30	495	0.0	742
12_0	12_4	73.978	465	117	1	77	537	30	494	0.0	734
12_1	12_1	100.000	540	0	0	1	540	1	540	0.0	1120
12_1	12_0	81.670	551	90	4	1	540	1	551	0.0	895
12_1	12_2	84.598	448	69	0	80	527	48	495	0.0	822
12_1	12_3	74.444	450	115	0	81	530	43	492	0.0	728
12_1	12_4	75.342	438	108	0	81	518	43	480	0.0	719
12_2	12_2	100.000	508	0	0	1	508	1	508	0.0	1050
12_2	12_0	87.638	453	56	0	51	503	92	544	0.0	832
12_2	12_1	84.106	453	72	0	43	495	75	527	0.0	820
12_2	12_3	75.106	470	111	2	25	492	21	486	0.0	730
12_2	12_4	73.640	478	116	3	25	496	21	494	0.0	723
12_3	12_3	100.000	499	0	0	1	499	1	499	0.0	1034
12_3	12_4	100.000	480	0	0	1	480	1	480	0.0	996
12_3	12_0	76.169	449	107	0	47	495	94	542	0.0	734
12_3	12_2	77.027	444	102	0	43	486	49	492	0.0	727
12_3	12_1	74.444	450	115	0	43	492	81	530	0.0	723
12_4	12_4	100.000	495	0	0	1	495	1	495	0.0	1025
12_4	12_3	100.000	480	0	0	1	480	1	480	0.0	996
12_4	12_0	75.893	448	104	1	47	494	94	537	0.0	727
12_4	12_2	75.442	452	107	1	43	494	49	496	0.0	721
12_4	12_1	75.342	438	108	0	43	480	81	518	0.0	715
