14_0	9_2	83.579	542	74	5	1	539	1	530	0.0	937
14_0	9_1	82.841	542	78	4	1	539	1	530	0.0	932
14_0	9_0	78.868	530	84	4	10	538	28	530	0.0	874
14_0	9_3	74.901	506	123	2	34	538	7	509	0.0	813
14_0	9_4	75.059	425	62	3	66	485	47	432	0.0	667
14_1	9_2	81.250	528	83	6	1	513	1	527	0.0	897
14_1	9_1	81.609	522	80	5	1	507	1	521	0.0	892
14_1	9_0	82.672	479	79	2	34	509	47	524	0.0	858
14_1	9_3	79.637	496	93	3	11	506	13	500	0.0	828
14_1	9_4	69.379	467	96	5	3	462	6	432	0.0	658
14_2	9_3	80.000	520	88	3	3	516	1	510	0.0	865
14_2	9_2	76.494	502	106	2	12	508	28	522	0.0	819
14_2	9_0	78.675	483	100	2	31	512	47	527	0.0	816
14_2	9_1	76.800	500	104	3	12	506	28	520	0.0	815
14_2	9_4	70.755	424	79	3	39	462	54	432	0.0	625
14_3	9_0	76.245	522	119	4	4	520	1	522	0.0	814
14_3	9_1	71.805	532	129	6	1	521	1	522	0.0	785
14_3	9_2	71.375	531	131	5	1	520	1	521	0.0	782
14_3	9_3	70.341	499	133	4	28	519	10	500	0.0	739
14_3	9_4	69.409	474	101	4	4	475	1	432	0.0	671
