4_0	1_1	82.927	533	70	8	1	531	1	514	0.0	891
4_0	1_2	81.481	513	72	4	22	531	22	514	0.0	869
4_0	1_0	77.864	515	87	3	18	532	30	517	0.0	843
4_0	1_3	80.325	493	69	2	34	526	32	496	0.0	837
4_1	1_3	83.891	478	68	1	25	502	28	496	0.0	861
4_1	1_2	78.484	488	105	0	23	510	30	517	0.0	834
4_1	1_1	79.588	485	96	2	29	510	33	517	0.0	830
4_1	1_0	79.253	482	96	1	25	506	38	515	0.0	825
4_2	1_1	78.270	474	101	1	40	511	41	514	0.0	796
4_2	1_3	80.837	454	87	0	53	506	43	496	0.0	791
4_2	1_2	78.390	472	99	1	43	511	43	514	0.0	791
4_2	1_0	79.095	464	96	1	48	511	54	516	0.0	785
