12_0	0_2	86.976	453	59	0	88	540	73	525	0.0	845
12_0	0_0	74.954	539	114	2	1	536	1	521	0.0	843
12_0	0_1	80.720	472	91	0	67	538	29	500	0.0	825
12_1	0_2	86.637	449	60	0	79	527	73	521	0.0	838
12_1	0_1	76.505	515	92	4	22	528	6	499	0.0	837
12_1	0_0	78.323	489	93	2	39	527	46	521	0.0	826
12_2	0_2	85.841	452	64	0	48	499	74	525	0.0	823
12_2	0_1	83.592	451	74	0	48	498	51	501	0.0	812
12_2	0_0	77.459	488	110	0	8	495	34	521	0.0	808
12_3	0_1	70.505	495	134	3	4	486	1	495	0.0	733
12_3	0_2	75.615	447	109	0	43	489	75	521	0.0	724
12_3	0_0	68.866	485	144	2	9	486	34	518	0.0	715
12_4	0_1	70.552	489	132	3	4	480	1	489	0.0	725
12_4	0_2	74.172	453	113	1	43	495	75	523	0.0	716
12_4	0_0	68.672	482	144	2	6	480	31	512	0.0	707
