8_0	1_1	82.485	491	83	1	56	543	24	514	0.0	863
8_0	1_2	86.123	454	63	0	90	543	61	514	0.0	852
8_0	1_0	75.822	517	94	2	29	545	33	518	0.0	834
8_0	1_3	81.879	447	81	0	92	538	50	496	0.0	807
8_1	1_2	81.511	503	89	1	26	524	10	512	0.0	862
8_1	1_1	84.567	473	73	0	52	524	40	512	0.0	857
8_1	1_0	80.122	493	82	3	31	521	33	511	0.0	838
8_1	1_3	79.545	484	80	2	38	521	32	496	0.0	823
8_2	1_1	83.884	484	69	1	7	490	40	514	0.0	845
8_2	1_2	87.361	451	57	0	40	490	64	514	0.0	840
8_2	1_3	83.700	454	71	1	35	485	43	496	0.0	815
8_2	1_0	82.112	464	83	0	29	492	55	518	0.0	814
8_3	1_0	73.261	460	123	0	36	495	52	511	0.0	739
8_3	1_1	74.464	466	112	1	40	498	47	512	0.0	737
8_3	1_3	76.577	444	104	0	52	495	53	496	0.0	733
8_3	1_2	75.831	451	109	0	48	498	62	512	0.0	733
8_4	1_2	90.379	343	33	0	1	343	170	512	0.0	668
8_4	1_1	90.379	343	33	0	1	343	170	512	0.0	667
8_4	1_0	87.353	340	43	0	1	340	172	511	0.0	645
8_4	1_3	85.294	340	50	0	1	340	157	496	0.0	630
