12_0	8_0	83.877	552	78	2	9	550	4	554	0.0	957
12_0	8_1	81.769	554	81	6	1	551	1	537	0.0	913
12_0	8_2	86.985	461	55	1	88	543	40	500	0.0	848
12_0	8_3	76.703	455	106	0	82	536	44	498	0.0	751
12_0	8_4	90.223	358	33	1	194	551	1	356	0.0	681
12_1	8_1	90.370	540	49	2	1	540	1	537	0.0	989
12_1	8_0	79.928	558	87	5	1	538	1	553	0.0	921
12_1	8_2	85.938	448	63	0	80	527	41	488	0.0	832
12_1	8_3	75.664	452	110	0	76	527	47	498	0.0	741
12_1	8_4	96.348	356	13	0	185	540	1	356	0.0	711
12_2	8_2	93.542	480	30	1	28	506	21	500	0.0	904
12_2	8_0	85.651	453	65	0	46	498	92	544	0.0	837
12_2	8_1	85.649	439	63	0	48	486	77	515	0.0	815
12_2	8_3	77.533	454	102	0	39	492	42	495	0.0	740
12_2	8_4	88.623	334	38	0	153	486	1	334	0.0	637
12_3	8_3	86.469	473	62	1	27	499	38	508	0.0	860
12_3	8_2	75.319	470	114	1	24	491	21	490	0.0	736
12_3	8_0	75.391	447	110	0	43	489	95	541	0.0	732
12_3	8_1	75.799	438	106	0	43	480	78	515	0.0	719
12_3	8_4	79.042	334	70	0	147	480	1	334	0.0	565
12_4	8_3	87.665	454	54	1	27	480	38	489	0.0	839
12_4	8_2	76.035	459	108	1	24	480	21	479	0.0	726
12_4	8_0	74.554	448	114	0	43	490	95	542	0.0	724
12_4	8_1	75.799	438	106	0	43	480	78	515	0.0	719
12_4	8_4	79.042	334	70	0	147	480	1	334	0.0	566
