9_0	9_0	100.000	531	0	0	1	531	1	531	0.0	1112
9_0	9_2	83.658	514	67	2	28	524	10	523	0.0	912
9_0	9_1	83.463	514	68	2	28	524	10	523	0.0	904
9_0	9_4	84.906	477	27	4	1	477	1	432	0.0	818
9_0	9_3	76.892	489	112	1	34	521	12	500	0.0	818
9_1	9_1	100.000	531	0	0	1	531	1	531	0.0	1108
9_1	9_2	94.727	531	28	0	1	531	1	531	0.0	1060
9_1	9_0	83.463	514	68	2	10	523	28	524	0.0	903
9_1	9_3	80.084	477	93	1	46	520	24	500	0.0	816
9_1	9_4	74.090	467	60	4	10	476	27	432	0.0	701
9_2	9_2	100.000	531	0	0	1	531	1	531	0.0	1107
9_2	9_1	94.727	531	28	0	1	531	1	531	0.0	1060
9_2	9_0	83.658	514	67	2	10	523	28	524	0.0	911
9_2	9_3	78.384	495	103	2	27	520	9	500	0.0	826
9_2	9_4	73.448	467	63	4	10	476	27	432	0.0	699
9_3	9_3	100.000	537	0	0	1	537	1	537	0.0	1118
9_3	9_2	78.384	495	103	2	9	500	27	520	0.0	826
9_3	9_0	76.892	489	112	1	12	500	34	521	0.0	818
9_3	9_1	80.084	477	93	1	24	500	46	520	0.0	816
9_3	9_4	73.020	404	70	1	53	456	68	432	0.0	631
9_4	9_4	100.000	432	0	0	1	432	1	432	0.0	906
9_4	9_0	84.906	477	27	4	1	432	1	477	0.0	818
9_4	9_1	74.090	467	60	4	27	432	10	476	0.0	701
9_4	9_2	73.448	467	63	4	27	432	10	476	0.0	699
9_4	9_3	73.020	404	70	1	68	432	53	456	0.0	631
