14_0	3_1	78.453	543	103	4	1	535	1	537	0.0	890
14_0	3_0	76.867	549	98	6	1	539	1	530	0.0	857
14_0	3_2	77.950	517	105	2	20	536	6	513	0.0	856
14_0	3_3	81.596	451	83	0	85	535	60	510	0.0	803
14_1	3_2	88.199	483	51	1	32	514	38	514	0.0	901
14_1	3_0	82.645	484	80	1	34	513	44	527	0.0	856
14_1	3_1	75.926	540	105	3	1	515	1	540	0.0	855
14_1	3_3	82.040	451	81	0	62	512	60	510	0.0	805
14_2	3_3	87.751	449	55	0	60	508	58	506	0.0	852
14_2	3_2	77.381	504	98	3	19	506	3	506	0.0	818
14_2	3_1	77.871	479	103	1	29	507	57	532	0.0	806
14_2	3_0	76.230	488	113	2	21	506	34	520	0.0	790
14_3	3_0	74.046	524	129	5	1	520	1	521	0.0	790
14_3	3_1	66.788	548	148	4	1	525	1	537	0.0	763
14_3	3_2	74.428	481	113	3	47	524	40	513	0.0	756
14_3	3_3	74.123	456	117	1	71	525	55	510	0.0	729
