12_0	14_0	79.447	506	98	3	41	540	30	535	0.0	845
12_0	14_1	77.165	508	89	3	29	536	28	508	0.0	837
12_0	14_2	81.333	450	84	0	89	538	61	510	0.0	803
12_0	14_3	67.279	544	155	4	1	540	1	525	0.0	754
12_1	14_1	79.678	497	87	2	31	527	26	508	0.0	856
12_1	14_0	79.365	504	95	2	33	527	28	531	0.0	849
12_1	14_2	82.143	448	80	0	80	527	61	508	0.0	810
12_1	14_3	72.541	488	120	3	38	525	46	519	0.0	754
12_2	14_1	83.656	465	75	1	38	501	51	515	0.0	829
12_2	14_0	85.333	450	66	0	46	495	82	531	0.0	826
12_2	14_2	80.444	450	88	0	47	496	60	509	0.0	779
12_2	14_3	75.278	449	110	1	48	496	75	522	0.0	724
12_3	14_2	76.600	453	106	0	43	495	62	514	0.0	747
12_3	14_0	76.053	451	108	0	43	493	85	535	0.0	738
12_3	14_1	70.183	493	130	3	17	495	25	514	0.0	729
12_3	14_3	69.351	447	136	1	40	486	73	518	0.0	670
12_4	14_2	76.682	446	104	0	43	488	62	507	0.0	738
12_4	14_0	75.276	453	108	1	43	495	85	533	0.0	731
12_4	14_1	70.921	478	122	3	17	480	25	499	0.0	719
12_4	14_3	69.161	441	135	1	40	480	73	512	0.0	662
